key	definitions	type	instances	example
x-implements	8	string	81	https://api.swaggerhub.com/apis/SriVR/cyclos/1.0
x-ms-enum	8	object	82	https://api.swaggerhub.com/apis/scottzilla/compute-management_client/2016-03-30
x-preferred	8	boolean	8	https://raw.githubusercontent.com/APIs-guru/unofficial_openapi_specs/master/xkcd.com/1.0.0/swagger.yaml
x-contentType	7	string	883	https://api.swaggerhub.com/apis/SriVR/cyclos/1.0
x-description	7	string	49	https://api.swaggerhub.com/apis/zuora/Settings2/1.0.0
x-dotInPath	7	boolean	7	https://api.swaggerhub.com/apis/SriVR/cyclos/1.0
x-interface	7	boolean	28	https://api.swaggerhub.com/apis/SriVR/cyclos/1.0
x-ms-azure-resource	7	boolean	10	https://api.swaggerhub.com/apis/scottzilla/compute-management_client/2016-03-30
x-ms-client-flatten	7	boolean	29	https://api.swaggerhub.com/apis/scottzilla/compute-management_client/2016-03-30
x-ms-pageable	7	object	29	https://api.swaggerhub.com/apis/scottzilla/compute-management_client/2016-03-30
x-parent	7	string	7	https://api.swaggerhub.com/apis/SriVR/cyclos/1.0
x-produces-any	7	boolean	14	https://api.swaggerhub.com/apis/SriVR/cyclos/1.0
x-stoplight	7	object	457	https://api.swaggerhub.com/apis/vasant/nest-care/3.0
x-tests	7	object	7	https://api.swaggerhub.com/apis/vasant/nest-care/3.0
x-expires	6	object	34	https://api.swaggerhub.com/apis/Pomyk/multimedia/0.5
x-internal-id	6	string	923	https://api.swaggerhub.com/apis/xpolakm5/rest-api_for_oracle_eloqua_marketing_cloud_service/2017.01.03
x-mediation-script	6	string	31	https://api.swaggerhub.com/apis/patersj/JP-TESTAPI/v1.1.2
x-path	6	string	153	https://api.swaggerhub.com/apis/y-higuchi/Tapi-ObjectClasses/1.0.0
x-primary-key	6	boolean	388	https://api.swaggerhub.com/apis/Turkish/vehicle-traces/1.0.0
x-serviceName	6	string	6	https://raw.githubusercontent.com/Azure/azure-rest-api-specs/master/arm-cognitiveservices/2016-02-01-preview/swagger/cognitiveservices.json
x-testValue	6	multiple	6	https://api.swaggerhub.com/apis/thingsheaven/ThingsHeaven/1.0.1
x-a127-services	5	object	5	https://api.swaggerhub.com/apis/saifzahur/payments/1.0.0
x-amazon-apigateway-any-method	5	object	9	https://api.swaggerhub.com/apis/vtsujith/content-service/1.0
x-format	5	multiple	23	https://api.swaggerhub.com/apis/ryanhollister/api-documentation/3.0.11
x-key	5	string	171	https://api.swaggerhub.com/apis/y-higuchi/Tapi-ObjectClasses/1.0.0
x-tagGroups	5	object	5	https://api.swaggerhub.com/apis/Zeizig/charon-api_documentation/1.0.0
x-a127-apply	4	object	12	https://api.swaggerhub.com/apis/saifzahur/payments/1.0.0
x-apisguru-categories	4	object	4	https://raw.githubusercontent.com/APIs-guru/unofficial_openapi_specs/master/xkcd.com/1.0.0/swagger.yaml
x-asee-tags	4	object	36	https://api.swaggerhub.com/apis/mihai23cosmin/account-data_api/v1
x-constraint	4	object	14	https://api.swaggerhub.com/apis/ryanhollister/api-documentation/3.0.11
x-default	4	multiple	38	https://api.swaggerhub.com/apis/ronsuez/reseed.IndetityService/1.0.1
x-displayName	4	string	48	https://api.swaggerhub.com/apis/sasah/docker-engine_api/1.26
x-go-package	4	string	57	https://api.swaggerhub.com/apis/vjeantet/bitfan/1.0.0
x-isnullable	4	boolean	57	https://api.swaggerhub.com/apis/trntga/forum/0.1.0
x-odata-version	4	string	4	https://api.swaggerhub.com/apis/RobyHyde/recruiting/1.0
x-unofficialSpec	4	boolean	4	https://raw.githubusercontent.com/raml-apis/Bufferapp/production/api.raml
x-api-key	3	object	34	https://api.swaggerhub.com/apis/inspector6/Inspector6/1.0.0
x-apiClientRegistration	3	object	3	https://api.swaggerhub.com/apis/MikeRalphson/BBC-Nitro/1.0.0
x-asee-common	3	boolean	11	https://api.swaggerhub.com/apis/mihai23cosmin/account-data_api/v1
x-chance	3	multiple	51	https://api.swaggerhub.com/apis/pchipman/SmallGroupEnrollment/1.0.0
x-chance-type	3	string	35	https://api.swaggerhub.com/apis/timfogarty-deluxe/Tableau/1.0.0
x-dbtype	3	string	3195	https://api.swaggerhub.com/apis/powerhcm8/ivaarjyd-lancho/1.0.0
x-enumNames	3	object	53	https://api.swaggerhub.com/apis/wdtracy/Test/0.0.1
x-examle	3	string	6	https://api.swaggerhub.com/apis/grokify/RingCentral_2/1.0
x-examples	3	object	7	https://api.swaggerhub.com/apis/xsited/test/1.0.0
x-faker	3	string	15	https://api.swaggerhub.com/apis/pchipman/SmallGroupEnrollment/1.0.0
x-gelato-group	3	string	14	https://api.swaggerhub.com/apis/TexasDirectAuto/Payment/0.0.1
x-golem-custom-domain	3	string	3	https://api.swaggerhub.com/apis/eBuilder/pushWooshUserMapper/1.0.0
x-golem-custom-domain-name	3	string	3	https://api.swaggerhub.com/apis/eBuilder/pushWooshUserMapper/1.0.0
x-host	3	string	35	https://api.swaggerhub.com/apis/rickmark/api.hotmess.social/1.0.0
x-mojo-to	3	string	44	https://api.swaggerhub.com/apis/milagan/sample-mojolicious_mvc_application/1.0.0
x-ms-long-running-operation	3	boolean	27	https://api.swaggerhub.com/apis/scottzilla/compute-management_client/2016-03-30
x-pydio-action	3	string	71	https://api.swaggerhub.com/apis/pydio/pydio-core/2
x-security	3	object	13	https://api.swaggerhub.com/apis/swgre4/endpoints-example/1.0.0
x-total-count	3	object	8	https://api.swaggerhub.com/apis/pradio/model-data-services-1.0.9/1.0.9
x-type-options	3	object	33	https://api.swaggerhub.com/apis/timfogarty-deluxe/Tableau/1.0.0
x-typeName	3	string	12	https://api.swaggerhub.com/apis/namchu/analytical-structure_api/1.0.0.0
x-wso2-scopes	3	object	3	https://api.swaggerhub.com/apis/zhoudegao/PhoneVerification/1.0.0
x-wso2-security	3	object	3	https://api.swaggerhub.com/apis/zhoudegao/PhoneVerification/1.0.0
x-alternatives	2	object	11	https://api.swaggerhub.com/apis/ryanhollister/api-documentation/3.0.11
x-amazon-apigateway-binary-media-types	2	object	2	https://api.swaggerhub.com/apis/GregLoft1/WebAPI/0.0.2
x-artifactId	2	string	2	https://api.swaggerhub.com/apis/rodders1991/WineProject/1.0.0
x-asee-classification	2	string	4	https://api.swaggerhub.com/apis/amilos/Entitlements/v1
x-asee-visibility	2	string	2	https://api.swaggerhub.com/apis/mihai23cosmin/account-data_api/v1
x-authentication_context	2	string	5	https://api.swaggerhub.com/apis/shelly_mujtaba/forge-content/forge-content
x-authorize	2	string	2	https://api.swaggerhub.com/apis/relative-rene/360/1.0.0
x-convert	2	object	66	https://api.swaggerhub.com/apis/kizzlebot/flexshopper-kraken_leasing/2.0
x-entityContainer	2	object	2	https://api.swaggerhub.com/apis/RobyHyde/recruiting/1.0
x-ignite-metadata	2	object	13	https://api.swaggerhub.com/apis/ritesh_saini/policy-transactions/1
x-ing-guidelines-version	2	number	2	https://api.swaggerhub.com/apis/tx80ht/identities-api/1.0.0
x-keys	2	object	61	https://api.swaggerhub.com/apis/RobyHyde/recruiting/1.0
x-links	2	string	14	https://api.swaggerhub.com/apis/adaskin.turbotechnology.ru/T9Gate.devel/1.0
x-meta	2	object	26	https://api.swaggerhub.com/apis/ryanhollister/api-documentation/3.0.11
x-ms-summary	2	string	53	https://api.swaggerhub.com/apis/srtucker/DocuSign/1
x-priority	2	number	18	https://api.swaggerhub.com/apis/erajkovic/OracleJavaCloudService/2016.10.18
x-private	2	boolean	4	https://api.swaggerhub.com/apis/wshirey/daxko-operations_api/0.1.0
x-provider	2	object	3	https://api.swaggerhub.com/apis/preeth.g/pushregistration/1
x-pydio-plugin	2	string	20	https://api.swaggerhub.com/apis/pydio/pydio-core/2
x-reducer	2	object	3	https://api.swaggerhub.com/apis/ponelat/petstore-spin/1.0.0
x-relationship	2	object	146	https://api.swaggerhub.com/apis/RobyHyde/recruiting/1.0
x-request-cURL	2	string	217	https://api.swaggerhub.com/apis/johnpiersol/CallFIre_V2/V2
x-required	2	multiple	57	https://api.swaggerhub.com/apis/steve70E/big-commerce_catalog_api/3.0.0b
x-response	2	string	217	https://api.swaggerhub.com/apis/johnpiersol/CallFIre_V2/V2
x-return	2	string	3	https://api.swaggerhub.com/apis/ponelat/petstore-spin/1.0.0
x-rule	2	object	10	https://api.swaggerhub.com/apis/amartinnz/boats3/boats3
x-schemas	2	object	2	https://api.swaggerhub.com/apis/RobyHyde/recruiting/1.0
x-scope	2	string	50	https://api.swaggerhub.com/apis/nancyswagger/wso-2_api_manager_publisher_api/0.11.0
x-sla	2	object	102	https://api.swaggerhub.com/apis/tpetrovic/transurban-api_trip_querying_api/v1
x-test-guidelines-version	2	number	2	https://api.swaggerhub.com/apis/tx80ht/involved-party/1.0.0
x-tokenInfoUrl	2	string	2	https://api.swaggerhub.com/apis/martonilles/appray/1.0.0
x-traitTag	2	boolean	4	https://api.swaggerhub.com/apis/wilsonmar/PetStore/1.0.0
x-types	2	object	2	https://api.swaggerhub.com/apis/tanis/as-json_api/1.0.0
x-username	2	string	2	https://api.swaggerhub.com/apis/patricknegri/api-flow_swagger_conversion/0.0.0
